Id,Province/State,Country/Region,Lat,Long,Date,ConfirmedCases
482,,Tunisia,34.0,9.0,2020-02-03,0
483,,Kazakhstan,48.0196,66.9237,2020-02-25,0
484,Reunion,France,-21.1351,55.2471,2020-02-18,0
485,Shanghai,China,31.202,121.4491,2020-03-15,0
486,,Armenia,40.0691,45.0382,2020-02-01,0
487,New Hampshire,US,43.4525,-71.5639,2020-03-03,0
488,Ningxia,China,37.2692,106.1655,2020-02-13,64
489,From Diamond Princess,Australia,35.4437,139.638,2020-02-26,7
490,Minnesota,US,45.6945,-93.9002,2020-02-14,0
491,,Congo (Brazzaville),-4.0383,21.7587,2020-02-26,0
492,,Albania,41.1533,20.1683,2020-02-27,0
493,Utah,US,40.15,-111.8624,2020-02-13,0
494,,Morocco,31.7917,-7.0926,2020-03-19,63
495,,Jamaica,18.1096,-77.2975,2020-02-21,0
496,Chongqing,China,30.0572,107.874,2020-02-17,553
497,,Iraq,33.0,44.0,2020-02-18,0
498,,Portugal,39.3999,-8.2245,2020-03-21,1280
499,,Antigua and Barbuda,17.0608,-61.7964,2020-01-31,0
500,Guadeloupe,France,16.25,-61.5833,2020-02-26,0
501,Hong Kong,China,22.3,114.2,2020-02-06,24
502,,Jordan,31.24,36.51,2020-02-20,0
503,,Austria,47.5162,14.5501,2020-03-21,2814
504,Tibet,China,31.6927,88.0924,2020-03-10,1
505,,Morocco,31.7917,-7.0926,2020-02-23,0
506,,Lithuania,55.1694,23.8813,2020-01-27,0
507,Connecticut,US,41.5978,-72.7554,2020-02-21,0
508,,Uzbekistan,41.3775,64.5853,2020-03-19,23
509,,Senegal,14.4974,-14.4524,2020-03-08,4
510,,Liberia,6.4281,-9.4295,2020-03-02,0
511,Utah,US,40.15,-111.8624,2020-02-02,0
512,Wyoming,US,42.756,-107.3025,2020-02-18,0
513,,Belarus,53.7098,27.9534,2020-03-13,27
514,Arizona,US,33.7298,-111.4312,2020-03-10,6
515,Virginia,US,37.7693,-78.17,2020-01-23,0
516,New Brunswick,Canada,46.5653,-66.4619,2020-02-27,0
517,,South Africa,-30.5595,22.9375,2020-01-27,0
518,Vermont,US,44.0459,-72.7107,2020-01-29,0
519,South Carolina,US,33.8569,-80.945,2020-03-12,12
520,Sichuan,China,30.6171,102.7103,2020-03-04,538
521,Victoria,Australia,-37.8136,144.9631,2020-02-10,4
522,,Mauritius,-20.2,57.5,2020-03-04,0
523,,Paraguay,-23.4425,-58.4438,2020-03-08,1
524,,Paraguay,-23.4425,-58.4438,2020-02-21,0
525,,Mauritania,21.0079,10.9408,2020-02-03,0
526,Washington,US,47.4009,-121.4905,2020-03-15,643
527,Xinjiang,China,41.1129,85.2401,2020-01-23,2
528,,Sweden,63.0,16.0,2020-01-30,0
529,,Aruba,12.5211,-69.9683,2020-02-23,0
530,,Seychelles,-4.6796,55.492,2020-02-28,0
531,,Bahrain,26.0275,50.55,2020-03-04,52
532,,Peru,-9.19,-75.0152,2020-02-10,0
533,,Bangladesh,23.685,90.3563,2020-02-21,0
534,South Australia,Australia,-34.9285,138.6007,2020-02-11,2
535,,Nigeria,9.082,8.6753,2020-03-22,30
536,Nova Scotia,Canada,44.682,-63.7443,2020-03-13,0
537,,Bulgaria,42.7339,25.4858,2020-02-03,0
538,Saint Barthelemy,France,17.9,-62.8333,2020-02-29,0
539,,Iceland,64.9631,-19.0208,2020-01-25,0
540,Tibet,China,31.6927,88.0924,2020-03-20,1
541,,French Guiana,3.9339,-53.1258,2020-03-20,0
542,,Kazakhstan,48.0196,66.9237,2020-03-11,0
543,Virginia,US,37.7693,-78.17,2020-03-20,122
544,Pennsylvania,US,40.5908,-77.2098,2020-02-10,0
545,,Thailand,15.0,101.0,2020-02-28,41
546,,Malta,35.9375,14.3754,2020-02-19,0
547,Saskatchewan,Canada,52.9399,-106.4509,2020-02-14,0
548,New Mexico,US,34.8405,-106.2485,2020-01-25,0
549,Northern Territory,Australia,-12.4634,130.8456,2020-03-05,1
550,,Eswatini,-26.5225,31.4659,2020-03-01,0
551,,Portugal,39.3999,-8.2245,2020-03-06,13
552,,Slovenia,46.1512,14.9955,2020-03-10,31
553,Nova Scotia,Canada,44.682,-63.7443,2020-02-26,0
554,New York,US,42.1657,-74.9481,2020-03-07,0
555,Guadeloupe,France,16.25,-61.5833,2020-03-05,0
556,,Bangladesh,23.685,90.3563,2020-02-01,0
557,Guangxi,China,23.8298,108.7881,2020-02-08,183
558,,Cambodia,11.55,104.9167,2020-01-23,0
559,Illinois,US,40.3495,-88.9861,2020-01-24,0
560,Tianjin,China,39.3054,117.323,2020-01-27,23
561,,Bhutan,27.5142,90.4336,2020-02-15,0
562,,Uzbekistan,41.3775,64.5853,2020-03-16,6
563,,Tunisia,34.0,9.0,2020-02-12,0
564,Gansu,China,37.8099,101.0583,2020-02-02,51
565,,Iraq,33.0,44.0,2020-01-23,0
566,,Aruba,12.5211,-69.9683,2020-02-26,0
567,,Bangladesh,23.685,90.3563,2020-01-22,0
568,New York,US,42.1657,-74.9481,2020-03-18,2495
569,Jiangsu,China,32.9711,119.455,2020-02-24,631
570,,Colombia,4.5709,-74.2973,2020-01-31,0
571,,Guernsey,49.45,-2.58,2020-03-03,0
572,,Singapore,1.2833,103.8333,2020-03-13,200
573,Washington,US,47.4009,-121.4905,2020-02-06,0
574,United States Virgin Islands,US,18.35,-64.933,2020-01-22,0
575,,"Gambia, The",13.4432,-15.3101,2020-01-26,0
576,,Serbia,44.0165,21.0059,2020-03-22,222
577,,Peru,-9.19,-75.0152,2020-03-17,117
578,Indiana,US,39.8494,-86.2583,2020-02-18,0
579,,Ireland,53.1424,-7.6921,2020-02-05,0
580,New South Wales,Australia,-33.8688,151.2093,2020-02-23,4
581,France,France,46.2276,2.2137,2020-02-18,12
582,New Hampshire,US,43.4525,-71.5639,2020-03-22,65
583,,Sri Lanka,7.0,81.0,2020-03-13,6
584,,Sweden,63.0,16.0,2020-03-01,14
585,,Rwanda,-1.9403,29.8739,2020-03-03,0
586,Netherlands,Netherlands,52.1326,5.2913,2020-02-26,0
587,,Reunion,-21.1151,55.5364,2020-03-20,0
588,Massachusetts,US,42.2302,-71.5301,2020-03-10,92
589,,Colombia,4.5709,-74.2973,2020-02-24,0
590,,Somalia,5.1521,46.1996,2020-02-01,0
591,,Brazil,-14.235,-51.9253,2020-02-23,0
592,Pennsylvania,US,40.5908,-77.2098,2020-03-12,22
593,,Latvia,56.8796,24.6032,2020-03-10,8
594,,Iceland,64.9631,-19.0208,2020-03-17,220
595,,Kosovo,42.6026,20.903,2020-01-30,0
596,Idaho,US,44.2405,-114.4788,2020-01-29,0
597,,Barbados,13.1939,-59.5432,2020-01-23,0
598,Connecticut,US,41.5978,-72.7554,2020-02-08,0
599,Ningxia,China,37.2692,106.1655,2020-02-29,73
600,,Zambia,-15.4167,28.2833,2020-01-27,0
601,Saint Barthelemy,France,17.9,-62.8333,2020-02-07,0
602,,Paraguay,-23.4425,-58.4438,2020-03-05,0
603,New Jersey,US,40.2989,-74.521,2020-02-24,0
604,Hubei,China,30.9756,112.2707,2020-03-18,67800
605,,Germany,51.0,9.0,2020-02-17,16
606,,Malta,35.9375,14.3754,2020-02-10,0
607,,Russia,60.0,90.0,2020-02-18,2
608,Hawaii,US,21.0943,-157.4983,2020-02-11,0
609,Missouri,US,38.4561,-92.2884,2020-03-17,11
610,,North Macedonia,41.6086,21.7453,2020-02-16,0
611,Louisiana,US,31.1695,-91.8678,2020-02-09,0
612,,Lebanon,33.8547,35.8623,2020-02-13,0
613,Montserrat,United Kingdom,16.7425,-62.1874,2020-02-09,0
614,Utah,US,40.15,-111.8624,2020-02-23,0
615,Hainan,China,19.1959,109.7453,2020-03-16,168
616,,Finland,64.0,26.0,2020-01-27,0
617,,Iraq,33.0,44.0,2020-03-09,60
618,Tasmania,Australia,-41.4545,145.9707,2020-01-23,0
619,Minnesota,US,45.6945,-93.9002,2020-02-23,0
620,Rhode Island,US,41.6809,-71.5118,2020-02-12,0
621,,Oman,21.0,57.0,2020-02-02,0
622,Saskatchewan,Canada,52.9399,-106.4509,2020-03-15,2
623,,Kosovo,42.6026,20.903,2020-03-15,0
624,,Dominican Republic,18.7357,-70.1627,2020-02-23,0
625,,Holy See,41.9029,12.4534,2020-02-15,0
626,,Cote d'Ivoire,7.54,-5.5471,2020-02-26,0
627,Yunnan,China,24.974,101.487,2020-02-10,0
628,,Morocco,31.7917,-7.0926,2020-02-15,0
629,Hebei,China,39.549,116.1306,2020-02-06,157
630,,South Africa,-30.5595,22.9375,2020-02-05,0
631,,Guernsey,49.45,-2.58,2020-03-21,0
632,Mississippi,US,32.7416,-89.6787,2020-02-14,0
633,,Pakistan,30.3753,69.3451,2020-02-24,0
634,,Vietnam,16.0,108.0,2020-03-03,16
635,Nova Scotia,Canada,44.682,-63.7443,2020-02-29,0
636,,Vietnam,16.0,108.0,2020-02-12,15
637,Guizhou,China,26.8154,106.8748,2020-02-02,38
638,,Panama,8.538,-80.7821,2020-02-10,0
639,,Albania,41.1533,20.1683,2020-02-01,0
640,Fujian,China,26.0789,117.9874,2020-03-05,296
641,Saint Barthelemy,France,17.9,-62.8333,2020-01-30,0
642,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-05,0
643,New Mexico,US,34.8405,-106.2485,2020-02-14,0
644,,Liechtenstein,47.14,9.55,2020-02-15,0
645,,Suriname,3.9193,-56.0278,2020-03-13,0
646,,Bulgaria,42.7339,25.4858,2020-03-19,94
647,Victoria,Australia,-37.8136,144.9631,2020-02-08,4
648,New South Wales,Australia,-33.8688,151.2093,2020-03-05,22
649,,Greece,39.0742,21.8243,2020-03-07,46
650,Ningxia,China,37.2692,106.1655,2020-03-11,75
651,,Lithuania,55.1694,23.8813,2020-01-23,0
652,Hubei,China,30.9756,112.2707,2020-01-22,444
653,Maryland,US,39.0639,-76.8021,2020-01-26,0
654,,Benin,9.3077,2.3158,2020-02-25,0
655,Oklahoma,US,35.5653,-96.9289,2020-03-02,0
656,Tibet,China,31.6927,88.0924,2020-03-03,1
657,,Congo (Kinshasa),-4.0383,21.7587,2020-01-28,0
658,,North Macedonia,41.6086,21.7453,2020-02-18,0
659,,Malta,35.9375,14.3754,2020-01-28,0
660,French Polynesia,France,-17.6797,149.4068,2020-02-01,0
661,St Martin,France,18.0708,-63.0501,2020-03-07,0
662,,Brunei,4.5353,114.7277,2020-02-04,0
663,,North Macedonia,41.6086,21.7453,2020-02-08,0
664,,Kyrgyzstan,41.2044,74.7661,2020-02-29,0
665,,Jordan,31.24,36.51,2020-02-26,0
666,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-24,0
667,,Kuwait,29.5,47.75,2020-03-04,56
668,Texas,US,31.0545,-97.5635,2020-03-07,0
669,Liaoning,China,41.2956,122.6085,2020-03-15,125
670,,Armenia,40.0691,45.0382,2020-02-19,0
671,Sichuan,China,30.6171,102.7103,2020-01-30,142
672,,Holy See,41.9029,12.4534,2020-02-03,0
673,,Armenia,40.0691,45.0382,2020-03-15,26
674,,Slovenia,46.1512,14.9955,2020-01-23,0
675,,Mayotte,-12.8275,45.1662,2020-02-07,0
676,,South Africa,-30.5595,22.9375,2020-02-10,0
677,,Malaysia,2.5,112.5,2020-03-07,93
678,Diamond Princess,Cruise Ship,35.4437,139.638,2020-03-05,706
679,Alaska,US,61.3707,-152.4044,2020-02-23,0
680,,Belarus,53.7098,27.9534,2020-03-22,76
681,Shanxi,China,37.5777,112.2922,2020-02-26,133
682,California,US,36.1162,-119.6816,2020-02-28,0
683,French Polynesia,France,-17.6797,149.4068,2020-02-09,0
684,St Martin,France,18.0708,-63.0501,2020-03-17,2
685,Delaware,US,39.3185,-75.5071,2020-02-29,0
686,,Costa Rica,9.7489,-83.7534,2020-03-17,41
687,South Carolina,US,33.8569,-80.945,2020-02-09,0
688,North Carolina,US,35.6301,-79.8064,2020-02-15,0
689,,Republic of the Congo,-1.44,15.556,2020-03-02,0
690,Shaanxi,China,35.1917,108.8701,2020-01-23,3
691,,Eswatini,-26.5225,31.4659,2020-02-02,0
692,,The Gambia,13.4667,-16.6,2020-01-22,0
693,Hunan,China,27.6104,111.7088,2020-02-15,1001
694,,Belgium,50.8333,4.0,2020-02-02,0
695,North Dakota,US,47.5289,-99.784,2020-02-29,0
696,Louisiana,US,31.1695,-91.8678,2020-02-19,0
697,,"Korea, South",36.0,128.0,2020-02-09,25
698,Idaho,US,44.2405,-114.4788,2020-01-30,0
699,California,US,36.1162,-119.6816,2020-03-20,1177
700,,Andorra,42.5063,1.5218,2020-02-17,0
701,,Barbados,13.1939,-59.5432,2020-03-14,0
702,Yunnan,China,24.974,101.487,2020-01-22,0
703,Hong Kong,China,22.3,114.2,2020-02-24,79
704,Missouri,US,38.4561,-92.2884,2020-03-16,6
705,,Croatia,45.1,15.2,2020-02-16,0
706,,Kuwait,29.5,47.75,2020-02-09,0
707,New Jersey,US,40.2989,-74.521,2020-02-01,0
708,,Andorra,42.5063,1.5218,2020-03-10,1
709,,Sweden,63.0,16.0,2020-02-10,1
710,Hunan,China,27.6104,111.7088,2020-02-14,988
711,,Congo (Brazzaville),-4.0383,21.7587,2020-01-25,0
712,,Central African Republic,6.6111,20.9394,2020-02-17,0
713,,Somalia,5.1521,46.1996,2020-02-05,0
714,,Andorra,42.5063,1.5218,2020-02-21,0
715,Alabama,US,32.3182,-86.9023,2020-03-12,0
716,Minnesota,US,45.6945,-93.9002,2020-02-19,0
717,Grand Princess,US,37.6489,-122.6655,2020-02-28,0
718,Guam,US,13.4443,144.7937,2020-01-29,0
719,Connecticut,US,41.5978,-72.7554,2020-03-17,68
720,,Bhutan,27.5142,90.4336,2020-03-08,1
721,,Thailand,15.0,101.0,2020-03-13,75
722,Tibet,China,31.6927,88.0924,2020-03-08,1
723,French Polynesia,France,-17.6797,149.4068,2020-02-14,0
724,District of Columbia,US,38.8974,-77.0268,2020-03-10,5
725,Queensland,Australia,-28.0167,153.4,2020-02-19,5
726,,Slovenia,46.1512,14.9955,2020-02-21,0
727,New York,US,42.1657,-74.9481,2020-02-09,0
728,,Guyana,5.0,-58.75,2020-02-22,0
729,,Pakistan,30.3753,69.3451,2020-02-05,0
730,,Peru,-9.19,-75.0152,2020-02-01,0
731,Saint Barthelemy,France,17.9,-62.8333,2020-02-22,0
732,Prince Edward Island,Canada,46.5107,-63.4168,2020-03-05,0
733,Jiangsu,China,32.9711,119.455,2020-03-14,631
734,,Azerbaijan,40.1431,47.5769,2020-02-15,0
735,,Pakistan,30.3753,69.3451,2020-03-03,5
736,,Trinidad and Tobago,10.6918,-61.2225,2020-02-14,0
737,,Ghana,7.9465,-1.0232,2020-03-10,0
738,Western Australia,Australia,-31.9505,115.8605,2020-02-13,0
739,Alabama,US,32.3182,-86.9023,2020-03-04,0
740,Curacao,Netherlands,12.1696,-68.99,2020-01-25,0
741,Guangxi,China,23.8298,108.7881,2020-03-04,252
742,,Central African Republic,6.6111,20.9394,2020-03-04,0
743,,Cambodia,11.55,104.9167,2020-01-26,0
744,French Guiana,France,3.9339,-53.1258,2020-02-18,0
745,,Sri Lanka,7.0,81.0,2020-03-16,28
746,,Honduras,15.2,-86.2419,2020-02-05,0
747,Guadeloupe,France,16.25,-61.5833,2020-02-24,0
748,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-16,0
749,,Kenya,-0.0236,37.9062,2020-02-13,0
750,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-01-24,0
751,,Austria,47.5162,14.5501,2020-02-09,0
752,Mayotte,France,-12.8275,45.1662,2020-03-15,1
753,,Jordan,31.24,36.51,2020-03-12,1
754,,Holy See,41.9029,12.4534,2020-02-10,0
755,Oregon,US,44.572,-122.0709,2020-02-04,0
756,,Mexico,23.6345,-102.5528,2020-02-10,0
757,Michigan,US,43.3266,-84.5361,2020-03-01,0
758,Massachusetts,US,42.2302,-71.5301,2020-03-09,0
759,France,France,46.2276,2.2137,2020-03-11,2281
760,,"Korea, South",36.0,128.0,2020-02-23,602
761,,Ecuador,-1.8312,-78.1834,2020-02-11,0
762,Fujian,China,26.0789,117.9874,2020-02-14,281
763,,Malaysia,2.5,112.5,2020-02-12,18
764,,Malaysia,2.5,112.5,2020-03-15,428
765,,Liechtenstein,47.14,9.55,2020-01-27,0
766,Idaho,US,44.2405,-114.4788,2020-01-26,0
767,California,US,36.1162,-119.6816,2020-02-12,0
768,Beijing,China,40.1824,116.4142,2020-03-15,442
769,,Brunei,4.5353,114.7277,2020-02-18,0
770,,Sudan,12.8628,30.2176,2020-02-20,0
771,Rhode Island,US,41.6809,-71.5118,2020-02-10,0
772,,Honduras,15.2,-86.2419,2020-01-23,0
773,,Panama,8.538,-80.7821,2020-02-07,0
774,,Barbados,13.1939,-59.5432,2020-03-04,0
775,Rhode Island,US,41.6809,-71.5118,2020-03-15,20
776,,Seychelles,-4.6796,55.492,2020-03-18,4
777,,Lebanon,33.8547,35.8623,2020-02-28,2
778,Alberta,Canada,53.9333,-116.5765,2020-03-19,119
779,Hawaii,US,21.0943,-157.4983,2020-01-26,0
780,,Finland,64.0,26.0,2020-02-15,1
781,,Russia,60.0,90.0,2020-03-15,63
782,Kentucky,US,37.6681,-84.6701,2020-03-01,0
783,Shaanxi,China,35.1917,108.8701,2020-01-26,22
784,Arkansas,US,34.9697,-92.3731,2020-03-05,0
785,,Paraguay,-23.4425,-58.4438,2020-01-24,0
786,,Seychelles,-4.6796,55.492,2020-02-02,0
787,Connecticut,US,41.5978,-72.7554,2020-01-24,0
788,,Malaysia,2.5,112.5,2020-02-22,22
789,,Pakistan,30.3753,69.3451,2020-03-04,5
790,Diamond Princess,Cruise Ship,35.4437,139.638,2020-03-11,696
791,,Guinea,9.9456,-9.6966,2020-02-05,0
792,,Congo (Kinshasa),-4.0383,21.7587,2020-02-25,0
793,,Kuwait,29.5,47.75,2020-02-02,0
794,Hainan,China,19.1959,109.7453,2020-03-14,168
795,From Diamond Princess,Australia,35.4437,139.638,2020-03-20,0
796,Beijing,China,40.1824,116.4142,2020-01-28,91
797,,Honduras,15.2,-86.2419,2020-03-22,26
798,,Liechtenstein,47.14,9.55,2020-03-21,37
799,,Italy,43.0,12.0,2020-02-27,655
800,Beijing,China,40.1824,116.4142,2020-01-30,114
801,,Togo,8.6195,0.8248,2020-01-30,0
802,Prince Edward Island,Canada,46.5107,-63.4168,2020-03-22,2
803,,Peru,-9.19,-75.0152,2020-03-06,1
804,,Belarus,53.7098,27.9534,2020-03-09,6
805,,Bhutan,27.5142,90.4336,2020-02-11,0
806,Diamond Princess,US,35.4437,139.638,2020-02-17,0
807,,Liechtenstein,47.14,9.55,2020-03-05,1
808,Queensland,Australia,-28.0167,153.4,2020-01-24,0
809,,Oman,21.0,57.0,2020-02-24,2
810,Netherlands,Netherlands,52.1326,5.2913,2020-01-27,0
811,Alabama,US,32.3182,-86.9023,2020-02-20,0
812,Jiangsu,China,32.9711,119.455,2020-01-24,9
813,Indiana,US,39.8494,-86.2583,2020-02-03,0
814,,Djibouti,11.8251,42.5903,2020-03-12,0
815,Guizhou,China,26.8154,106.8748,2020-03-08,146
816,,South Africa,-30.5595,22.9375,2020-03-16,62
817,Zhejiang,China,29.1832,120.0934,2020-03-19,1233
818,,Equatorial Guinea,1.5,10.0,2020-02-12,0
819,,Japan,36.0,138.0,2020-01-25,2
820,,India,21.0,78.0,2020-03-08,39
821,Australian Capital Territory,Australia,-35.4735,149.0124,2020-02-03,0
822,,Austria,47.5162,14.5501,2020-03-04,29
823,Nova Scotia,Canada,44.682,-63.7443,2020-01-29,0
824,,Jersey,49.19,-2.11,2020-03-02,0
825,,North Macedonia,41.6086,21.7453,2020-03-06,3
826,,Argentina,-38.4161,-63.6167,2020-02-12,0
827,,Thailand,15.0,101.0,2020-03-06,48
828,,Japan,36.0,138.0,2020-03-10,581
829,Guizhou,China,26.8154,106.8748,2020-02-16,144
830,Arkansas,US,34.9697,-92.3731,2020-02-12,0
831,Tibet,China,31.6927,88.0924,2020-02-17,1
832,,Sweden,63.0,16.0,2020-02-18,1
833,Montserrat,United Kingdom,16.7425,-62.1874,2020-03-11,0
834,,Ukraine,48.3794,31.1656,2020-02-18,0
835,,Vietnam,16.0,108.0,2020-03-04,16
836,Ningxia,China,37.2692,106.1655,2020-02-06,40
837,,Cote d'Ivoire,7.54,-5.5471,2020-02-07,0
838,Reunion,France,-21.1351,55.2471,2020-02-16,0
839,Tasmania,Australia,-41.4545,145.9707,2020-01-22,0
840,,Albania,41.1533,20.1683,2020-03-22,89
841,Guadeloupe,France,16.25,-61.5833,2020-03-01,0
842,,Argentina,-38.4161,-63.6167,2020-03-18,79
843,Queensland,Australia,-28.0167,153.4,2020-01-27,0
844,Ohio,US,40.3888,-82.7649,2020-03-21,248
845,,Mauritania,21.0079,10.9408,2020-01-27,0
846,,Martinique,14.6415,-61.0242,2020-03-01,0
847,Shanxi,China,37.5777,112.2922,2020-02-18,131
848,,Poland,51.9194,19.1451,2020-01-29,0
849,Denmark,Denmark,56.2639,9.5018,2020-02-27,1
850,,Reunion,-21.1151,55.5364,2020-02-08,0
851,,Mayotte,-12.8275,45.1662,2020-03-08,0
852,,Paraguay,-23.4425,-58.4438,2020-02-20,0
853,,Jordan,31.24,36.51,2020-01-31,0
854,,Dominican Republic,18.7357,-70.1627,2020-03-19,34
855,,Brunei,4.5353,114.7277,2020-02-06,0
856,,Holy See,41.9029,12.4534,2020-01-25,0
857,Victoria,Australia,-37.8136,144.9631,2020-03-03,9
858,,Togo,8.6195,0.8248,2020-02-06,0
859,Guizhou,China,26.8154,106.8748,2020-03-19,146
860,,Martinique,14.6415,-61.0242,2020-02-04,0
861,Alaska,US,61.3707,-152.4044,2020-03-03,0
862,Rhode Island,US,41.6809,-71.5118,2020-03-13,14
863,,Belgium,50.8333,4.0,2020-02-25,1
864,,Equatorial Guinea,1.5,10.0,2020-02-08,0
865,,Georgia,42.3154,43.3569,2020-02-21,0
866,Hunan,China,27.6104,111.7088,2020-02-04,593
867,,Norway,60.472,8.4689,2020-03-18,1550
868,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-01-28,0
869,Prince Edward Island,Canada,46.5107,-63.4168,2020-03-04,0
870,Guizhou,China,26.8154,106.8748,2020-03-09,146
871,Beijing,China,40.1824,116.4142,2020-03-11,435
872,,Central African Republic,6.6111,20.9394,2020-03-11,0
873,Grand Princess,US,37.6489,-122.6655,2020-03-12,21
874,Mayotte,France,-12.8275,45.1662,2020-01-26,0
875,,Bhutan,27.5142,90.4336,2020-03-11,1
876,,Benin,9.3077,2.3158,2020-03-11,0
877,,Ireland,53.1424,-7.6921,2020-02-17,0
878,,Saudi Arabia,24.0,45.0,2020-01-30,0
879,Tasmania,Australia,-41.4545,145.9707,2020-01-29,0
880,Massachusetts,US,42.2302,-71.5301,2020-02-24,0
881,,Honduras,15.2,-86.2419,2020-01-30,0
882,Jilin,China,43.6661,126.1923,2020-03-05,93
883,,Oman,21.0,57.0,2020-02-11,0
884,Georgia,US,33.0406,-83.6431,2020-02-07,0
885,Montana,US,46.9219,-110.4544,2020-02-11,0
886,,Bhutan,27.5142,90.4336,2020-02-24,0
887,Shanxi,China,37.5777,112.2922,2020-02-08,115
888,,Guadeloupe,16.265,-61.551,2020-02-29,0
889,South Australia,Australia,-34.9285,138.6007,2020-03-04,5
890,,Cuba,22.0,-80.0,2020-03-19,11
891,,Jersey,49.19,-2.11,2020-02-22,0
892,Shanghai,China,31.202,121.4491,2020-03-11,0
893,,North Macedonia,41.6086,21.7453,2020-02-05,0
894,,Dominican Republic,18.7357,-70.1627,2020-02-22,0
895,,French Guiana,3.9339,-53.1258,2020-03-18,0
896,Grand Princess,Canada,37.6489,-122.6655,2020-02-25,0
897,,North Macedonia,41.6086,21.7453,2020-03-12,7
898,,Moldova,47.4116,28.3699,2020-02-05,0
899,,Paraguay,-23.4425,-58.4438,2020-03-14,6
900,Hebei,China,39.549,116.1306,2020-02-25,311
901,,Trinidad and Tobago,10.6918,-61.2225,2020-03-07,0
902,Florida,US,27.7663,-81.6868,2020-02-27,0
903,,Nepal,28.1667,84.25,2020-02-23,1
904,Saint Barthelemy,France,17.9,-62.8333,2020-02-24,0
905,Sichuan,China,30.6171,102.7103,2020-03-09,539
906,Yunnan,China,24.974,101.487,2020-03-09,0
907,,Armenia,40.0691,45.0382,2020-03-06,1
908,,Trinidad and Tobago,10.6918,-61.2225,2020-02-23,0
909,,North Macedonia,41.6086,21.7453,2020-01-27,0
910,,Barbados,13.1939,-59.5432,2020-03-22,14
911,Guizhou,China,26.8154,106.8748,2020-02-05,64
912,,Guatemala,15.7835,-90.2308,2020-03-10,0
913,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-02,0
914,US,US,37.0902,-95.7129,2020-03-11,0
915,Missouri,US,38.4561,-92.2884,2020-02-15,0
916,,Montenegro,42.5,19.3,2020-03-09,0
917,Georgia,US,33.0406,-83.6431,2020-03-17,146
918,Indiana,US,39.8494,-86.2583,2020-02-24,0
919,Wisconsin,US,44.2685,-89.6165,2020-03-09,0
920,Tennessee,US,35.7478,-86.6923,2020-03-02,0
921,Connecticut,US,41.5978,-72.7554,2020-03-01,0
922,,Andorra,42.5063,1.5218,2020-02-18,0
923,Yunnan,China,24.974,101.487,2020-02-07,0
924,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-08,0
925,,Kyrgyzstan,41.2044,74.7661,2020-02-12,0
926,,Congo (Kinshasa),-4.0383,21.7587,2020-03-10,0
927,Maine,US,44.6939,-69.3819,2020-03-13,1
928,Guizhou,China,26.8154,106.8748,2020-02-25,146
929,Gansu,China,37.8099,101.0583,2020-03-11,127
930,,Qatar,25.3548,51.1839,2020-02-14,0
931,Oklahoma,US,35.5653,-96.9289,2020-02-16,0
932,Maryland,US,39.0639,-76.8021,2020-02-03,0
933,,San Marino,43.9424,12.4578,2020-03-03,10
934,Louisiana,US,31.1695,-91.8678,2020-03-12,19
935,,Portugal,39.3999,-8.2245,2020-02-17,0
936,Quebec,Canada,52.9399,-73.5491,2020-03-18,94
937,Texas,US,31.0545,-97.5635,2020-03-21,581
938,Alberta,Canada,53.9333,-116.5765,2020-03-13,29
939,,Brazil,-14.235,-51.9253,2020-03-05,4
940,,Tanzania,-6.369,34.8888,2020-03-19,6
941,,Togo,8.6195,0.8248,2020-02-01,0
942,Beijing,China,40.1824,116.4142,2020-03-05,418
943,,Philippines,13.0,122.0,2020-02-22,3
944,,Malaysia,2.5,112.5,2020-03-22,1306
945,,Kazakhstan,48.0196,66.9237,2020-03-12,0
946,Macau,China,22.1667,113.55,2020-03-20,17
947,,Iraq,33.0,44.0,2020-01-26,0
948,,Rwanda,-1.9403,29.8739,2020-03-11,0
949,,Puerto Rico,18.2,-66.5,2020-03-08,0
950,,Nepal,28.1667,84.25,2020-03-10,1
951,Saint Barthelemy,France,17.9,-62.8333,2020-02-09,0
952,Gansu,China,37.8099,101.0583,2020-02-24,91
953,,Equatorial Guinea,1.5,10.0,2020-03-16,1
